event	1	1388641689.734766	2997823.0	381567.5	1173.9	0.056740
11	0.100001
25	0.105239
26	0.136072
9	0.161899
8	0.196232
7	0.224398
27	0.264114
16	0.282724
17	0.320557
18	0.344057
28	0.369058
event	2	1388642679.544647	2996842.2	381329.8	1069.7	0.005503
17	0.100001
4	0.107754
16	0.111667
6	0.117087
18	0.118334
3	0.121420
7	0.148941
28	0.152613
8	0.174275
2	0.185613
9	0.220774
27	0.233389
26	0.254120
event	3	1388652559.354264	2996779.0	381192.0	929.1	0.021350
3	0.100001
4	0.107001
18	0.120932
17	0.121266
28	0.127242
6	0.131335
2	0.166576
8	0.180088
27	0.210951
16	0.216599
event	4	1388653219.491552	2997793.6	381580.8	972.1	0.064120
12	0.100001
11	0.266168
25	0.281395
9	0.303865
26	0.327229
8	0.336365
7	0.388533
6	0.426809
16	0.447689
17	0.477356
18	0.520190
3	0.522309
1	0.533287
28	0.553424
27	0.644952
event	5	1388664892.585983	2997656.0	381578.2	1039.7	0.054429
12	0.100001
18	0.102709
26	0.119188
13	0.129667
11	0.133834
25	0.145855
9	0.154792
8	0.159960
7	0.197626
16	0.231543
17	0.271709
28	0.357730
event	6	1388673455.780441	2997803.6	381435.4	906.4	0.053095
11	0.100001
25	0.104644
26	0.134978
9	0.160210
8	0.198043
7	0.227043
16	0.278863
27	0.284746
17	0.314531
18	0.346197
28	0.370876
event	7	1388679809.081704	2997994.0	381617.0	1176.2	0.047062
25	0.100001
11	0.102902
26	0.129835
12	0.136736
13	0.176069
9	0.178204
8	0.206871
7	0.233037
16	0.280754
17	0.322087
1	0.333892
18	0.355421
28	0.377733
27	0.471392
event	8	1388683409.017454	2997314.5	381252.5	796.5	0.010307
7	0.100001
8	0.101669
9	0.126668
16	0.162166
26	0.193787
17	0.194665
3	0.198962
18	0.209999
28	0.230321
25	0.241954
event	9	1388684106.150186	2996841.4	381330.1	1074.0	0.009401
17	0.100001
4	0.107855
16	0.113334
6	0.117522
18	0.118334
3	0.121022
7	0.150450
28	0.152060
8	0.176282
2	0.185726
9	0.221616
27	0.233315
26	0.252464
1	0.288981
25	0.305130
event	10	1388700557.894440	2998006.2	381542.1	1056.5	0.054585
11	0.100001
25	0.103912
26	0.137578
9	0.158344
8	0.197510
7	0.225010
27	0.270445
16	0.279775
17	0.312608
18	0.348441
28	0.368165
event	11	1388710825.598504	2997240.7	381115.6	714.8	0.010095
7	0.100001
8	0.103667
6	0.117642
9	0.132167
16	0.158020
3	0.170141
17	0.170852
18	0.185019
26	0.198918
28	0.200389
11	0.229282
2	0.236222
25	0.241084
27	0.273071
event	12	1388714907.905071	2997680.3	381319.9	1184.9	0.046919
25	0.100001
11	0.108884
26	0.132002
12	0.140718
13	0.174217
9	0.204015
8	0.219847
7	0.247847
16	0.289989
17	0.321988
18	0.356489
28	0.392921
27	0.476293
event	13	1388716681.714632	2996977.6	381484.8	1045.6	0.012118
16	0.100001
6	0.123271
17	0.131334
7	0.161756
18	0.168834
8	0.170756
3	0.171438
28	0.206221
9	0.228756
26	0.241688
25	0.289188
27	0.325854
event	14	1388716803.454655	2997686.3	381561.9	1053.0	0.028428
25	0.100001
11	0.106601
26	0.125001
12	0.126767
13	0.170266
9	0.203121
8	0.219288
7	0.239288
6	0.261642
16	0.279535
17	0.311535
18	0.347035
3	0.356808
28	0.385207
2	0.436707
27	0.475669
1	0.555336
event	15	1388717233.166836	2996715.5	381487.8	1095.9	0.018470
17	0.100001
18	0.119668
16	0.121001
3	0.129791
28	0.165844
7	0.196677
2	0.199510
8	0.258010
27	0.267955
26	0.314199
1	0.323621
event	16	1388717318.338803	2996837.5	381328.5	1074.1	0.038339
17	0.100001
4	0.107459
16	0.113502
18	0.117335
6	0.118626
3	0.120293
1	0.136261
7	0.149431
28	0.151653
8	0.181098
2	0.184486
9	0.220098
27	0.231428
26	0.248257
25	0.302090
event	17	1388719139.486316	2997019.7	381524.2	1062.8	0.017054
16	0.100001
6	0.123548
17	0.139168
7	0.151033
8	0.170032
18	0.197335
28	0.206115
9	0.229199
25	0.277824
27	0.344658
event	18	1388719996.008210	2996911.6	381454.3	938.5	0.058156
7	0.100001
16	0.268363
4	0.286804
17	0.298197
6	0.306970
3	0.337137
18	0.342030
8	0.358168
28	0.373798
13	0.389242
9	0.401834
2	0.407630
26	0.422400
27	0.457636
11	0.458242
25	0.470567
1	0.523469
event	19	1388721303.180373	2997463.2	381586.6	1028.7	0.047692
13	0.100001
12	0.125335
26	0.137266
8	0.141311
7	0.146644
9	0.152811
11	0.159167
25	0.169933
16	0.182425
27	0.203301
17	0.225758
18	0.256425
28	0.311510
event	20	1388721493.665862	2997447.4	381586.2	1036.9	0.008553
13	0.100001
12	0.131168
8	0.140716
26	0.142903
7	0.152049
9	0.155049
25	0.177403
16	0.181716
17	0.237716
28	0.295898
event	21	1388721824.840827	2997659.3	381586.2	1045.8	0.009387
12	0.100001
26	0.118854
13	0.129334
11	0.132334
25	0.146022
9	0.155667
8	0.159834
7	0.200834
16	0.240204
17	0.267704
28	0.353933
event	22	1388722756.786465	2997893.9	381598.0	1107.7	0.016523
11	0.100001
25	0.100693
26	0.137527
9	0.171681
8	0.211681
7	0.225847
16	0.282743
17	0.327076
18	0.376910
28	0.393775
event	23	1388725802.983721	2996967.0	381435.0	999.0	0.009220
6	0.100001
16	0.120458
7	0.149121
18	0.167457
3	0.168334
8	0.175120
28	0.199165
9	0.226787
26	0.250650
25	0.283316
