5000	400	0	0
5000	800.	0	0
5000	950.	0	0
5000	1100.	0	0
5000	1250.	0	0
5000	1400.	0	0
5000	1550.	0	0
5000	1700.	0	0
5000	2200.	0	0
5600.	400	0	0
5600.	800.	0.	0
5600.	950.	0.	124
5600.	1100.	0.	199
5600.	1250.	0.	124
5600.	1400.	0.	37
5600.	1550.	0.	9
5600.	1700.	0.	1
5600.	2200.	0	0
5750.	400	0	0
5750.	800.	0.	35
5750.	950.	1.9175090569248587	1624
5750.	1100.	-0.6557318240088599	2016
5750.	1250.	-0.3284122985830394	874
5750.	1400.	0.	142
5750.	1550.	0.	19
5750.	1700.	0.	8
5750.	2200.	0	0
5900.	400	0	0
5900.	800.	0.	47
5900.	950.	5.	3375
5900.	1100.	1.0382597532849192	4193
5900.	1250.	-0.5435950015385828	2198
5900.	1400.	0.9955424605796616	349
5900.	1550.	0.	31
5900.	1700.	0.	7
5900.	2200.	0	0
6050.	400	0	0
6050.	800.	0.	38
6050.	950.	3.652714952432782	3078
6050.	1100.	-5.	4455
6050.	1250.	-5.	3513
6050.	1400.	2.314684432630254	686
6050.	1550.	0.	51
6050.	1700.	0.	16
6050.	2200.	0	0
6200.	400	0	0
6200.	800.	0.	39
6200.	950.	0.5761081384710606	2926
6200.	1100.	4.999999999999999	4525
6200.	1250.	-4.999999999999999	4399
6200.	1400.	1.3970649524189576	1338
6200.	1550.	0.	87
6200.	1700.	0.	15
6200.	2200.	0	0
6350.	400	0	0
6350.	800.	0.	155
6350.	950.	-1.0855630070430855	1992
6350.	1100.	5.	4122
6350.	1250.	-5.	5527
6350.	1400.	-1.6474113691953045	3447
6350.	1550.	-0.03741804864480909	211
6350.	1700.	0.	9
6350.	2200.	0	0
6500.	400	0	0
6500.	800.	0.	161
6500.	950.	-0.4737466775510745	532
6500.	1100.	-5.	3097
6500.	1250.	-5.	5776
6500.	1400.	-5.	4503
6500.	1550.	0.6406330974631914	405
6500.	1700.	0.	13
6500.	2200.	0	0
6650.	400	0	0
6650.	800.	0.	42
6650.	950.	-1.095852599938874	257
6650.	1100.	-5.	2348
6650.	1250.	-5.	5405
6650.	1400.	-5.	4875
6650.	1550.	0.41698773406893913	1092
6650.	1700.	0.	22
6650.	2200.	0	0
6800.	400	0	0
6800.	800.	0.	1
6800.	950.	0.	141
6800.	1100.	-4.999999999999999	1923
6800.	1250.	-5.	5194
6800.	1400.	-5.	5116
6800.	1550.	-3.334488951780687	1786
6800.	1700.	0.	55
6800.	2200.	0	0
6950.	400	0	0
6950.	800.	0.	1
6950.	950.	0.	130
6950.	1100.	-5.	1314
6950.	1250.	-5.	5411
6950.	1400.	-5.	5910
6950.	1550.	-0.3324090345421119	2583
6950.	1700.	0.	120
6950.	2200.	0	0
7100.	400	0	0
7100.	800.	0.	1
7100.	950.	-1.2682825792912684	279
7100.	1100.	-4.7109131075032575	1132
7100.	1250.	-4.999999999999999	5058
7100.	1400.	-5.	6137
7100.	1550.	4.261122635013388	3249
7100.	1700.	1.3034019731609174	221
7100.	2200.	0	0
7250.	400	0	0
7250.	800.	0.	2
7250.	950.	-1.1182792121511278	293
7250.	1100.	-0.8031843081427017	1086
7250.	1250.	-5.	5545
7250.	1400.	-5.	7065
7250.	1550.	3.8277119141835083	3558
7250.	1700.	3.132728369084491	619
7250.	2200.	0	0
7400.	400	0	0
7400.	800.	0.	3
7400.	950.	0.	128
7400.	1100.	-0.5688038617892923	771
7400.	1250.	-4.999999999999999	4811
7400.	1400.	-5.	6655
7400.	1550.	-5.	3840
7400.	1700.	2.696338752763923	1025
7400.	2200.	0	0
7550.	400	0	0
7550.	800.	0.	3
7550.	950.	0.	76
7550.	1100.	0.08837284167857432	435
7550.	1250.	-5.	3389
7550.	1400.	-5.	4855
7550.	1550.	-1.0265008251082708	3429
7550.	1700.	0.657229149127579	1061
7550.	2200.	0	0
7700.	400	0	0
7700.	800.	0.	7
7700.	950.	0.	105
7700.	1100.	0.1647588962119963	323
7700.	1250.	-2.948048109391168	2393
7700.	1400.	-4.591786280110178	3577
7700.	1550.	-1.319972362468819	2433
7700.	1700.	0.5196353207760807	650
7700.	2200.	0	0
7850.	400	0	0
7850.	800.	0.	20
7850.	950.	0.	86
7850.	1100.	-0.2997775881585171	250
7850.	1250.	-0.3419009192661349	786
7850.	1400.	0.49578078952611576	1345
7850.	1550.	-0.11570756502551827	1099
7850.	1700.	-0.061106467043856666	291
7850.	2200.	0	0
8000.	400	0	0
8000.	800.	0.	22
8000.	950.	0.	52
8000.	1100.	0.	73
8000.	1250.	0.	127
8000.	1400.	0.3926449899875722	306
8000.	1550.	-0.12327112455252888	302
8000.	1700.	0.	85
8000.	2200.	0	0
8150.	400	0	0
8150.	800.	0.	10
8150.	950.	0.	20
8150.	1100.	0.	23
8150.	1250.	0.	46
8150.	1400.	0.	91
8150.	1550.	0.	99
8150.	1700.	0.	51
8150.	2200.	0	0
8300.	400	0	0
8300.	800.	0.	0
8300.	950.	0.	0
8300.	1100.	0.	9
8300.	1250.	0.	13
8300.	1400.	0.	34
8300.	1550.	0.	29
8300.	1700.	0.	1
8300.	2200.	0	0
8900.	400	0	0
8900.	800.	0	0
8900.	950.	0	0
8900.	1100.	0	0
8900.	1250.	0	0
8900.	1400.	0	0
8900.	1550.	0	0
8900.	1700.	0	0
8900.	2200.	0	0
