event	1	1388641689.734766	2997823.0	381567.5	1173.9	0.082902	0.056740	11
11	0.100001	0.125501
25	0.105239	0.160905
26	0.136072	0.174072
9	0.161899	0.197065
8	0.196232	0.240065
7	0.224398	0.245231
27	0.264114	0.404725
16	0.282724	0.264114
17	0.320557	0.311891
18	0.344057	0.360390
28	0.369058	0.382724
event	2	1388642679.544647	2996842.2	381329.8	1069.7	0.072170	0.005503	13
17	0.100001	0.110001
4	0.107754	0.121254
16	0.111667	0.133501
6	0.117087	0.128920
18	0.118334	0.137420
3	0.121420	0.128001
7	0.148941	0.165613
28	0.152613	0.178274
8	0.174275	0.198608
2	0.185613	0.193446
9	0.220774	0.253774
27	0.233389	0.271223
26	0.254120	0.298454
event	3	1388652559.354264	2996779.0	381192.0	929.1	0.072095	0.021350	10
3	0.100001	0.111334
4	0.107001	0.149575
18	0.120932	0.143099
17	0.121266	0.134168
28	0.127242	0.143266
6	0.131335	0.187076
2	0.166576	0.157002
8	0.180088	0.216421
27	0.210951	0.236951
16	0.216599	0.243266
event	4	1388653219.491552	2997793.6	381580.8	972.1	0.252452	0.064120	15
12	0.100001	0.399229
11	0.266168	0.100001
25	0.281395	0.301668
9	0.303865	0.346199
26	0.327229	0.314729
8	0.336365	0.394532
7	0.388533	0.418366
6	0.426809	0.471642
16	0.447689	0.496689
17	0.477356	0.633523
18	0.520190	0.562142
3	0.522309	0.559690
1	0.533287	0.712619
28	0.553424	0.533287
27	0.644952	0.604090
event	5	1388664892.585983	2997656.0	381578.2	1039.7	0.083539	0.054429	12
12	0.100001	0.109834
18	0.102709	0.312876
26	0.119188	0.102709
13	0.129667	0.137855
11	0.133834	0.139834
25	0.145855	0.148168
9	0.154792	0.165688
8	0.159960	0.167459
7	0.197626	0.177626
16	0.231543	0.216792
17	0.271709	0.261043
28	0.357730	0.372730
event	6	1388673455.780441	2997803.6	381435.4	906.4	0.084351	0.053095	11
11	0.100001	0.127001
25	0.104644	0.143811
26	0.134978	0.174811
9	0.160210	0.197877
8	0.198043	0.218877
7	0.227043	0.239377
16	0.278863	0.301697
27	0.284746	0.404710
17	0.314531	0.284746
18	0.346197	0.360031
28	0.370876	0.385030
event	7	1388679809.081704	2997994.0	381617.0	1176.2	0.064819	0.047062	14
25	0.100001	0.124668
11	0.102902	0.119735
26	0.129835	0.168501
12	0.136736	0.162235
13	0.176069	0.200704
9	0.178204	0.199569
8	0.206871	0.225871
7	0.233037	0.258704
16	0.280754	0.298420
17	0.322087	0.334254
1	0.333892	0.516726
18	0.355421	0.333892
28	0.377733	0.376754
27	0.471392	0.417233
event	8	1388683409.017454	2997314.5	381252.5	796.5	0.070890	0.010307	10
7	0.100001	0.121502
8	0.101669	0.120834
9	0.126668	0.148668
16	0.162166	0.208666
26	0.193787	0.273999
17	0.194665	0.223121
3	0.198962	0.280121
18	0.209999	0.294296
28	0.230321	0.228332
25	0.241954	0.259821
event	9	1388684106.150186	2996841.4	381330.1	1074.0	0.074743	0.009401	15
17	0.100001	0.106001
4	0.107855	0.113355
16	0.113334	0.135501
6	0.117522	0.128522
18	0.118334	0.140355
3	0.121022	0.127168
7	0.150450	0.158560
28	0.152060	0.165783
8	0.176282	0.191782
2	0.185726	0.192892
9	0.221616	0.250949
27	0.233315	0.251482
26	0.252464	0.287964
1	0.288981	0.360797
25	0.305130	0.325481
event	10	1388700557.894440	2998006.2	381542.1	1056.5	0.056300	0.054585	11
11	0.100001	0.123168
25	0.103912	0.142578
26	0.137578	0.172411
9	0.158344	0.193344
8	0.197510	0.217177
7	0.225010	0.241677
27	0.270445	0.400666
16	0.279775	0.270445
17	0.312608	0.311775
18	0.348441	0.346608
28	0.368165	0.379275
event	11	1388710825.598504	2997240.7	381115.6	714.8	0.046404	0.010095	14
7	0.100001	0.108168
8	0.103667	0.111168
6	0.117642	0.187808
9	0.132167	0.125808
16	0.158020	0.148501
3	0.170141	0.296404
17	0.170852	0.175853
18	0.185019	0.194519
26	0.198918	0.236751
28	0.200389	0.209519
11	0.229282	0.209556
2	0.236222	0.262555
25	0.241084	0.329615
27	0.273071	0.301084
event	12	1388714907.905071	2997680.3	381319.9	1184.9	0.119211	0.046919	13
25	0.100001	0.131501
11	0.108884	0.129218
26	0.132002	0.166502
12	0.140718	0.161218
13	0.174217	0.188384
9	0.204015	0.285681
8	0.219847	0.336014
7	0.247847	0.297181
16	0.289989	0.344488
17	0.321988	0.439155
18	0.356489	0.406322
28	0.392921	0.449254
27	0.476293	0.553293
event	13	1388716681.714632	2996977.6	381484.8	1045.6	0.100471	0.012118	12
16	0.100001	0.102668
6	0.123271	0.139437
17	0.131334	0.167834
7	0.161756	0.185923
18	0.168834	0.215168
8	0.170756	0.205589
3	0.171438	0.274188
28	0.206221	0.216105
9	0.228756	0.248054
26	0.241688	0.260756
25	0.289188	0.335855
27	0.325854	0.366854
event	14	1388716803.454655	2997686.3	381561.9	1053.0	0.132940	0.028428	17
25	0.100001	0.110668
11	0.106601	0.113600
26	0.125001	0.134501
12	0.126767	0.142600
13	0.170266	0.186600
9	0.203121	0.225288
8	0.219288	0.242788
7	0.239288	0.260288
6	0.261642	0.305368
16	0.279535	0.287475
17	0.311535	0.361868
18	0.347035	0.376535
3	0.356808	0.390308
28	0.385207	0.420207
2	0.436707	0.487041
27	0.475669	0.533002
1	0.555336	0.584336
event	15	1388717233.166836	2996715.5	381487.8	1095.9	0.098272	0.018470	11
17	0.100001	0.118834
18	0.119668	0.141001
16	0.121001	0.144501
3	0.129791	0.159125
28	0.165844	0.202011
7	0.196677	0.253343
2	0.199510	0.236011
8	0.258010	0.352455
27	0.267955	0.354177
26	0.314199	0.373954
1	0.323621	0.398532
