5000	400	0	0
5000	800.	0	0
5000	950.	0	0
5000	1100.	0	0
5000	1250.	0	0
5000	1400.	0	0
5000	1550.	0	0
5000	1700.	0	0
5000	2200.	0	0
5600.	400	0	0
5600.	800.	0.	0
5600.	950.	0.	85
5600.	1100.	0.	140
5600.	1250.	0.	99
5600.	1400.	0.	46
5600.	1550.	0.	9
5600.	1700.	0.	0
5600.	2200.	0	0
5750.	400	0	0
5750.	800.	0.	32
5750.	950.	-0.5298763895558283	1350
5750.	1100.	-0.03536594025722188	1469
5750.	1250.	0.38298689091475946	295
5750.	1400.	0.	79
5750.	1550.	0.	9
5750.	1700.	0.	0
5750.	2200.	0	0
5900.	400	0	0
5900.	800.	0.	46
5900.	950.	-1.7075768059078114	2861
5900.	1100.	-1.690804942419103	3114
5900.	1250.	-1.6510838274362232	723
5900.	1400.	0.	149
5900.	1550.	0.	24
5900.	1700.	0.	0
5900.	2200.	0	0
6050.	400	0	0
6050.	800.	0.	36
6050.	950.	1.3434592812205293	2455
6050.	1100.	-0.8182953270015194	3018
6050.	1250.	-4.389517629167772	1729
6050.	1400.	0.23709345338227056	223
6050.	1550.	0.	33
6050.	1700.	0.	0
6050.	2200.	0	0
6200.	400	0	0
6200.	800.	0.	37
6200.	950.	1.723714818112422	2685
6200.	1100.	2.01819230627189	3399
6200.	1250.	-5.	2798
6200.	1400.	-0.20794660102081197	398
6200.	1550.	0.	63
6200.	1700.	0.	0
6200.	2200.	0	0
6350.	400	0	0
6350.	800.	0.21215856556879398	210
6350.	950.	2.084967760151829	1855
6350.	1100.	-5.	3212
6350.	1250.	-5.	4065
6350.	1400.	-2.262073346156634	2361
6350.	1550.	0.	78
6350.	1700.	0.	9
6350.	2200.	0	0
6500.	400	0	0
6500.	800.	0.0023516734524649226	227
6500.	950.	1.793921860735445	504
6500.	1100.	-5.	2351
6500.	1250.	-5.	4162
6500.	1400.	-5.	3275
6500.	1550.	0.	128
6500.	1700.	0.	20
6500.	2200.	0	0
6650.	400	0	0
6650.	800.	0.	70
6650.	950.	0.650091192718397	251
6650.	1100.	-5.	1563
6650.	1250.	-5.	3816
6650.	1400.	-4.749150564243742	3339
6650.	1550.	-0.3528026047272761	691
6650.	1700.	0.	24
6650.	2200.	0	0
6800.	400	0	0
6800.	800.	0.	1
6800.	950.	0.	156
6800.	1100.	-4.696015062735392	1258
6800.	1250.	-5.	3442
6800.	1400.	4.675339227333475	3136
6800.	1550.	-1.0211289396648078	892
6800.	1700.	0.	30
6800.	2200.	0	0
6950.	400	0	0
6950.	800.	0.	1
6950.	950.	0.	163
6950.	1100.	-0.8331341234194359	947
6950.	1250.	-5.	3318
6950.	1400.	5.	3307
6950.	1550.	1.091792395754044	943
6950.	1700.	0.	33
6950.	2200.	0	0
7100.	400	0	0
7100.	800.	0.	1
7100.	950.	0.31397019316148395	380
7100.	1100.	-0.529218254064195	1012
7100.	1250.	-2.470207566979735	3338
7100.	1400.	3.6045262119023525	3319
7100.	1550.	-1.1210655337634015	1079
7100.	1700.	0.	61
7100.	2200.	0	0
7250.	400	0	0
7250.	800.	0.	3
7250.	950.	-0.19751960031678123	397
7250.	1100.	1.6500284428175351	1020
7250.	1250.	-1.3827712670623271	4391
7250.	1400.	-3.2682469336860613	4354
7250.	1550.	-1.8071920659173204	933
7250.	1700.	0.	92
7250.	2200.	0	0
7400.	400	0	0
7400.	800.	0.	4
7400.	950.	0.	143
7400.	1100.	0.5381880402520502	649
7400.	1250.	-3.701052709294717	3930
7400.	1400.	-0.1558674697777442	4089
7400.	1550.	-0.17230428654330088	848
7400.	1700.	0.	107
7400.	2200.	0	0
7550.	400	0	0
7550.	800.	0.	7
7550.	950.	0.	65
7550.	1100.	0.6097021003779919	344
7550.	1250.	-4.999999999999999	2558
7550.	1400.	-5.	2726
7550.	1550.	-1.2122581765480405	705
7550.	1700.	0.	125
7550.	2200.	0	0
7700.	400	0	0
7700.	800.	0.	15
7700.	950.	0.	74
7700.	1100.	0.6251052428007277	205
7700.	1250.	-1.4910654445435674	1734
7700.	1400.	-2.126076543896228	1900
7700.	1550.	0.15681454171948767	465
7700.	1700.	0.	119
7700.	2200.	0	0
7850.	400	0	0
7850.	800.	0.	21
7850.	950.	0.	60
7850.	1100.	0.	154
7850.	1250.	-0.9106287853755515	365
7850.	1400.	0.03847977562343355	369
7850.	1550.	0.	189
7850.	1700.	0.	81
7850.	2200.	0	0
8000.	400	0	0
8000.	800.	0.	16
8000.	950.	0.	46
8000.	1100.	0.	64
8000.	1250.	0.	80
8000.	1400.	0.	89
8000.	1550.	0.	71
8000.	1700.	0.	21
8000.	2200.	0	0
8150.	400	0	0
8150.	800.	0.	14
8150.	950.	0.	19
8150.	1100.	0.	18
8150.	1250.	0.	36
8150.	1400.	0.	47
8150.	1550.	0.	37
8150.	1700.	0.	15
8150.	2200.	0	0
8300.	400	0	0
8300.	800.	0.	0
8300.	950.	0.	0
8300.	1100.	0.	9
8300.	1250.	0.	19
8300.	1400.	0.	31
8300.	1550.	0.	21
8300.	1700.	0.	0
8300.	2200.	0	0
8900.	400	0	0
8900.	800.	0	0
8900.	950.	0	0
8900.	1100.	0	0
8900.	1250.	0	0
8900.	1400.	0	0
8900.	1550.	0	0
8900.	1700.	0	0
8900.	2200.	0	0
